model,best_epoch,validation_accuracy,test_loss,test_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,training_minutes
Baseline CNN,10,0.572709801409353,1.268213038560523,0.5813060179257362,0.5734412277081717,0.5737852409415524,0.5533001478718438,0.5695693190936323,74.30090461969375
