model,best_epoch,validation_accuracy,test_loss,test_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1
MobileNetV3-Small,10,0.7783472133247918,0.5967013060512372,0.7816901408450704,0.7684105061239136,0.7967916334036154,0.774504550430208,0.7846676807204055
